Source (A)	Source (B)	Source (C)	Analytic	Clout	Authentic	Tone	WPS	Sixltr	posemo	negemo	anx	anger	sad	insight	cause	discrep	tentat	certain	differ	see	hear	feel	affiliation	achieve	power	reward	risk	swear	netspeak	assent	nonflu	filler	QMark	Exclam
Wishes only get you so far. Happy #MothersDay to moms who help take you the rest of the way. https://t.co/clE7druhuP	HER	has_animated_gif	80.75	99.00	1.00	92.40	8.00	8.33	4.17	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	4.17	8.33	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00
Don't hesitate to appreciate. https://t.co/jFBoqOXguD	HER	has_animated_gif	74.89	13.32	4.97	25.77	4.50	33.33	11.11	11.11	11.11	0.00	0.00	11.11	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	11.11	0.00	0.00	0.00	0.00	0.00
Take a page out of The #JungleBook and discover life’s Bare Necessities. https://t.co/cA9KqkUm19	HER	has_video	99.00	50.00	6.20	25.77	8.50	23.53	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00
A Disney lightning round is no match for Chris Evans. See #CaptainAmericaCivilWar in theaters May 6. https://t.co/RWlX4vk2cp	HER	has_video	92.84	31.71	1.00	25.77	7.00	19.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	9.52	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00
Tome sweet tome. https://t.co/LnictthLRY	HER	has_animated_gif	92.84	50.00	1.00	99.00	4.00	12.50	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00
"They can't order me to stop dreaming." https://t.co/WkOqFCi6tC	HER	has_photo	60.80	4.80	98.01	25.77	6.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00	8.33	0.00	8.33	0.00	8.33	0.00	0.00	0.00	0.00	0.00
A surprise as sweet as hunny! 🐻❤️🍯 https://t.co/1MtyA4tssP	HER	has_video	98.02	50.00	1.00	99.00	6.00	8.33	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	8.33
First Order of business: celebrate @StarWars Day! #MayThe4thBeWithYou https://t.co/2MCIxMtAlt	HER	has_photo	97.77	77.92	63.54	25.77	6.50	38.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	15.38	7.69	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	7.69
Every day has a bright spot. https://t.co/Nfr3I0dcxI	HER	has_animated_gif	92.84	50.00	2.40	99.00	5.50	9.09	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00
That's So Raven  Lizzie McGuire  and More @DisneyChannel Shows Are Coming to @FreeformTV: https://t.co/o0l1B1KGHj https://t.co/4F9G6fECPl	HER	has_photo	51.43	50.00	1.00	25.77	25.00	16.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00
Teachers make works of heart. #TeacherAppreciationDay https://t.co/cefvo7SVNc	HER	has_photo	98.22	50.00	1.00	25.77	5.50	27.27	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	18.18	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00
Let the good times roar. https://t.co/TzpVl1DUIS	HER	has_photo	92.84	50.00	3.37	99.00	5.00	10.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00
You don’t need the sun to make the world shine. https://t.co/20pIHM7Lka	HER	has_animated_gif	92.84	73.40	1.00	25.77	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	6.25	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00
Love is about seeing eye to eye. https://t.co/dQwJnrUbbw	HER	has_photo	92.84	79.76	1.00	99.00	6.00	8.33	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00
It's true. All of it. @StarWars: #TheForceAwakens gets the emoji treatment. 😱 https://t.co/dnsqcFfr3g	HER	has_video	84.57	50.00	1.00	99.00	4.00	25.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00
Drum up some fun. https://t.co/KHWznV5Urh	HER	has_photo	98.75	50.00	4.97	99.00	4.50	11.11	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00
"We are the Muses. Goddesses of the arts and proclaimers of heroes." https://t.co/93DKPAWzSE	HER	has_animated_gif	97.02	96.11	1.00	98.87	5.67	17.65	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	5.88	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00
Harmony in Headquarters. https://t.co/tjXUAwgpzh	HER	has_photo	99.00	50.00	7.84	99.00	4.00	37.50	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00
Chris Evans defends his @Marvel knowledge in a game of “Shield or S.H.I.E.L.D.” #CaptainAmericaCivilWar opens May 6. https://t.co/lr9AjJGVcR	HER	has_video	92.84	64.99	5.76	1.00	8.67	15.38	0.00	3.85	0.00	0.00	0.00	3.85	0.00	0.00	7.69	0.00	3.85	0.00	0.00	0.00	3.85	0.00	0.00	0.00	3.85	0.00	3.85	0.00	0.00	0.00	0.00	0.00
.@WaltDisneyWorld Now Offers Fairy Tale Weddings in Front of Cinderella's Castle: https://t.co/QAZxbFLr0X https://t.co/x31ONdm7Z8	HER	has_photo	96.41	82.96	13.15	25.77	21.00	23.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	9.52	0.00	0.00	0.00	0.00	0.00
You can dig up #Zootopia Easter eggs before owning the film on June 7. Pre-order now: https://t.co/UScxpC78Aj https://t.co/b4fPztXOqj	HER	has_video	95.79	77.05	79.42	25.77	13.50	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.41	0.00	0.00	0.00	7.41	0.00	0.00	0.00	0.00	0.00
Get in the groove for #InternationalDanceDay! https://t.co/1cX3IJjWOQ	HER	has_animated_gif	99.00	50.00	23.51	25.77	6.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	8.33	0.00	0.00	0.00	0.00	8.33
Natural beauty taking root. #ArborDay https://t.co/9qPDL4pNRu	HER	has_photo	92.84	50.00	1.00	99.00	5.50	18.18	9.09	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00
Hop into the front seat of Slinky Dog Dash  a new ride coming to @WaltDisneyWorld. https://t.co/kMJEC18mzV https://t.co/8AaopwZath	HER	has_video	99.00	50.00	87.83	25.77	12.50	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00
Not all Hiros wear capes. #NationalSuperheroDay https://t.co/DM38fTsvBU	HER	has_photo	79.25	3.48	2.40	25.77	5.50	18.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00
See all wild sides of The #JungleBook. https://t.co/yK5JqAVYCT	HER	has_video	99.00	50.00	1.79	25.77	6.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00
Let this peek at #FindingDory tide you over until June 17. https://t.co/i9Qu9ELdKg	HER	has_video	84.57	89.42	74.76	25.77	8.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00
Flip through the secrets of filming The #JungleBook. https://t.co/0CHpyuko76	HER	has_video	99.00	76.25	1.06	25.77	7.00	35.71	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00
Uncover enchanting details behind Tokyo Disneyland’s new attractions. https://t.co/3RCWG33vE5	HER	has_video	97.34	50.00	10.08	25.77	7.50	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00
Make time for adventure. https://t.co/RBO3MNel05	HER	has_animated_gif	98.75	50.00	4.97	99.00	4.50	22.22	11.11	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00
Beauty and the Beast and Big Hero 6 Attractions Announced for Tokyo Disneyland: https://t.co/rSCLEOjMny https://t.co/dVs4TZmuB7	HER	has_photo	92.84	50.00	1.00	99.00	23.00	21.74	8.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	8.70	0.00	0.00	0.00	0.00	0.00
Melt away those frosty feelings. https://t.co/2Y5UxSMLJB	HER	has_video	92.84	50.00	31.94	25.77	5.50	18.18	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00
Stop and smell the flowers. https://t.co/nzv0q21wYh	HER	has_photo	92.84	50.00	3.37	25.77	5.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00
Put positivity out there. https://t.co/pNaUZFDxFy	HER	has_animated_gif	92.84	50.00	58.07	99.00	4.50	22.22	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00
"Phenomenal cosmic power! Itty bitty living space." https://t.co/dMVDsMGpwE	HER	has_photo	92.84	50.00	1.79	25.77	4.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	8.33
Being like Winnie the Pooh is sweeter than a smackeral of hunny. https://t.co/tZWUEMwZnp	HER	has_video	99.00	27.83	1.00	99.00	8.50	17.65	11.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	5.88	5.88	5.88	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00
Suit up for #WorldPenguinDay! https://t.co/06h4UMkHA7	HER	has_animated_gif	99.00	50.00	2.40	25.77	5.50	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	9.09
Sweet sleeps. 💙 https://t.co/DhQeQ3TWfP	HER	has_photo	92.84	50.00	1.00	99.00	3.50	14.29	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	0.00
Disney-Inspired Character Mashups from @OhMyDisney: https://t.co/lUZKjGwDnT https://t.co/dRTYPDMbe4	HER	has_photo	97.17	50.00	1.00	99.00	16.00	37.50	6.25	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00
Serve up good vibes. https://t.co/SKzaVr5I7M	HER	has_animated_gif	98.75	50.00	4.97	99.00	4.50	11.11	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	11.11	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00
"Two eggs. Fold in gently." https://t.co/dlo6YEzFia	HER	has_animated_gif	98.46	50.00	3.37	99.00	3.33	10.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00
Take life by the fin. #FindingDory https://t.co/ugplTSAqXa	HER	has_animated_gif	99.00	50.00	1.00	25.77	5.50	18.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00
Pals put a pep in your step. https://t.co/Vx1VPrqRv3	HER	has_photo	98.02	99.00	74.76	25.77	6.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00
Trussssst in Kaa. The #JungleBook is now in theatres. 🐍 https://t.co/bGiqVHTvwd	HER	has_photo	97.54	50.00	52.86	25.77	4.67	28.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00
This #EarthDay  download @DisneyInfinity: Toy Box 3.0 app. Proceeds go to WWF: https://t.co/cvpUc18MuN #AppsforEarth https://t.co/hn4jXyDjls	HER	has_photo	92.84	50.00	2.02	25.77	11.50	30.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.04	0.00	0.00	0.00	0.00	0.00
Respect the home that everyone shares. 🌎 #EarthDay (♫: https://t.co/nZ86Pn1Tty) https://t.co/AxiYLgNuHq	HER	has_photo	85.18	88.03	1.00	99.00	8.50	29.41	11.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	5.88	0.00	5.88	0.00	0.00	0.00	11.76	0.00	0.00	0.00	0.00	0.00
Learn from every living thing. Happy #EarthDay. https://t.co/6U5fGiiV33	HER	has_animated_gif	92.84	50.00	1.06	99.00	4.67	7.14	7.14	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00
A new #BornInChina trailer is here. See the film opening week and @Disneynature will donate to World Wildlife Fund. https://t.co/kfxbEF1bbL	HER	has_video	87.83	50.00	23.51	25.77	8.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00
Every quiet village has a story. https://t.co/bejkqFsrcB	HER	has_photo	92.84	81.84	1.00	25.77	5.50	18.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00
Unlikely pairs make the sweetest pals. https://t.co/xzEhM3nbJR	HER	has_animated_gif	98.22	81.84	1.00	99.00	5.50	27.27	9.09	0.00	0.00	0.00	0.00	0.00	9.09	0.00	9.09	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00
Put the spotlight on family. https://t.co/eDGzFcbXtU	HER	has_photo	99.00	84.14	43.37	25.77	5.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00
.@DisneyChannel to Air All 100 Original Movies: https://t.co/Pbhwc8v4yc https://t.co/zL3ATxY1BQ	HER	has_photo	97.02	50.00	1.00	98.87	17.00	23.53	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.76	0.00	0.00	0.00	0.00	0.00
"I can't give Pudge tuna! Do you know what tuna is?" 🐟 https://t.co/rQGYDzmcu9	HER	has_animated_gif	11.24	50.00	35.37	25.77	5.33	6.25	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	6.25	6.25
New Attractions Coming to Toy Story Land at Disney's Hollywood Studios: https://t.co/nuFhIj6wCN https://t.co/k8Ieu83Het	HER	has_photo	98.33	68.29	37.24	25.77	21.00	28.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.52	0.00	0.00	0.00	0.00	0.00
Princess #ElenaofAvalor will make her @WaltDisneyWorld debut this August: https://t.co/mUHaMUppk6 https://t.co/VrlXijp4l2	HER	has_photo	63.17	85.38	1.00	25.77	19.00	26.32	0.00	0.00	0.00	0.00	0.00	0.00	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.53	0.00	0.00	0.00	0.00	0.00
♫ We must be swift as a coursing river. ♫ https://t.co/xwuVVGrrFy	HER	has_photo	64.27	93.79	1.00	25.77	6.50	15.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	7.69	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00
Small steps are worth celebrating. https://t.co/gJ5l5Bfsp8	HER	has_animated_gif	77.33	84.14	43.37	25.77	5.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	10.00	10.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00
The #JungleBook unfolds in paper art form on Disney Instagram. Follow the magic: https://t.co/vSmRoe5lTM https://t.co/vXCTEbffpR	HER	has_animated_gif	99.00	66.81	9.25	25.77	11.50	21.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	0.00	8.70	0.00	0.00	0.00	0.00	0.00
"Well  I guess Pascal's not hiding out here..." 🌼 https://t.co/mBvStaU8Xx	HER	has_animated_gif	42.69	1.07	63.54	99.00	6.50	15.38	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	7.69	0.00	7.69	0.00	0.00	0.00
Let your dreams take flight. https://t.co/gEwzpeOhWW	HER	has_animated_gif	51.43	97.69	3.37	25.77	5.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00
Happiness can come from the simplest moments. #MondayMotivation https://t.co/wqku5REUCL	HER	has_photo	97.77	50.00	63.54	99.00	6.50	38.46	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00
Catch a new wave of friends when #FindingDory opens June 17. 💙 https://t.co/aseGLsGNq5	HER	has_animated_gif	92.84	73.40	99.00	25.77	8.00	18.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00
Families come in all shapes and sizes. See The #JungleBook now. https://t.co/PpG2oZgjat	HER	has_photo	92.84	73.40	74.76	25.77	5.33	18.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	6.25	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00
Wherever you roam  don't miss The #JungleBook  in theatres now. https://t.co/C4PRouqvlw	HER	has_photo	32.98	74.76	43.37	1.00	7.50	26.67	0.00	6.67	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00
You can always count on Mickey. 😴❤️ https://t.co/Gm7d5VdbLp	HER	has_video	79.25	96.52	31.94	25.77	5.50	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00
When the little things brighten your whole day. https://t.co/pI4c1UYiQd	HER	has_animated_gif	42.69	93.79	63.54	25.77	6.50	15.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00
When your song comes on. https://t.co/CDsepeet0L	HER	has_animated_gif	51.43	97.69	93.30	25.77	5.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00
Get'cha head in the game! #HighSchoolMusical4 casting is about to open: https://t.co/MuQYeCT7nK https://t.co/ExwSQUTZ9b	HER	has_photo	98.22	67.52	2.40	25.77	11.00	18.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	4.55	0.00	0.00	9.09	0.00	0.00	0.00	0.00	4.55
"Sometimes the right path is not the easiest one." https://t.co/NSUf7g8Ws5	HER	has_photo	92.84	7.67	52.86	99.00	7.00	21.43	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00
"Asante sana  squash banana!" #WednesdayWisdom https://t.co/vb6iTodgbo	HER	has_photo	92.84	50.00	3.37	25.77	5.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	10.00
“Marvelous things will happen.” Happy anniversary  James and the Giant Peach! 🍑 https://t.co/6Y64K1HpFC	HER	has_video	74.89	50.00	4.97	98.27	6.00	11.11	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	5.56
♫ When you're the best of friends  having so much fun together. ♫ https://t.co/nYj0AtAyJl	HER	has_animated_gif	22.13	99.00	7.84	99.00	8.00	18.75	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	6.25	6.25	6.25	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00
Butter up your friends and family with these tasty Mickey sandwiches for #NationalGrilledCheeseDay! 🧀 https://t.co/0DpI0nHbs8	HER	has_video	92.84	97.69	1.00	25.77	10.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	5.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	5.00
Make the most of your time. https://t.co/45AiuSHvmI	HER	has_animated_gif	98.22	96.52	2.40	25.77	5.50	9.09	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00
"The more we try to understand one another  the more exceptional each of us will be." #MondayMotivation https://t.co/bSRwzvzwjp	HER	has_photo	87.28	96.52	2.40	25.77	11.00	22.73	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	9.09	4.55	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00
Your dog deserves an extra bit of puppy chow. It's #NationalPetDay! 🐶 https://t.co/jT5jmWKPfl	HER	has_photo	84.57	89.42	1.00	25.77	5.33	18.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	6.25
Nothing's as mad  crazy  or wonderful as family. #NationalSiblingsDay https://t.co/8QCRdyTPVI	HER	has_video	83.00	50.00	1.06	1.00	7.00	28.57	7.14	14.29	0.00	7.14	0.00	0.00	0.00	0.00	7.14	0.00	7.14	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00
